Experiment	Run	SortedStrain	ProjectID	TaxID	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id		Sample	BioSample	SampleType		ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX13376827	DRR381303	SH1000	787900	426430	2022-06-15 13:28:35	2022-06-15 13:56:20	107921774	3885183864	0	36	2172		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/381/DRR381303/DRR381303.lite.1	L10-2	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP008656	PRJDB3874	2		DRS243581	SAMD00029315	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMD00029315							no					UT_GSPS	DRA014333		public	F660B81B2656FD62DAE1A74721CCC6A0	7621D502F8A884762664B031363BE054		
SRX13376828	DRR381304	SH1000	787900	426430	2022-06-15 13:28:35	2022-06-15 13:56:21	97009850	3492354600	0	36	1969		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/381/DRR381304/DRR381304.lite.1	L10-3	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP008656	PRJDB3874	2		DRS243582	SAMD00029316	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMD00029316							no					UT_GSPS	DRA014333		public	E5ABD3EE4A5A1B29165AC949475572C4	BD61A970758C0C6A25B3654A6AE1D941		
SRX13376829	DRR381305	SH1000	787900	426430	2022-06-15 13:28:35	2022-06-15 13:56:20	92142532	3317131152	0	36	1842		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/381/DRR381305/DRR381305.lite.1	D2-3	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP008656	PRJDB3874	2		DRS243583	SAMD00029317	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMD00029317							no					UT_GSPS	DRA014333		public	4EE7072C97BC427F058DF11A65A7DD4F	45784AD8F56CFE9A3F6754B41462D7E4		
SRX13376830	DRR381801	SH1000	787900	426430	2022-06-20 12:22:21	2022-06-20 12:26:28	186232219	16846480689	0	90	12126		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/DRR000/381/DRR381801/DRR381801.lite.1		RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent Proton	DRP008675	PRJDB13780			DRS243900	SAMD00504974	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMD00504974							no					UT_GSPS	DRA014339		public	D7ADF00C1BC2F9C2FE62A996110F2511	2895594AD25552F0BFA6054307FDE4F4		
SRX13376831	DRR381802	SH1000	787900	426430	2022-06-20 12:22:21	2022-06-20 12:24:25	101708518	8708102345	0	85	6196		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/381/DRR381802/DRR381802.lite.1		RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent Proton	DRP008675	PRJDB13780			DRS243901	SAMD00504975	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMD00504975							no					UT_GSPS	DRA014339		public	0F49E45C309FE09A1ECC93DA29B07E6D	CC0B6292237C6549A0895683B6734CBE		
SRX13376832	DRR381803	SH1000	787900	426430	2022-06-20 12:22:21	2022-06-20 12:29:38	188778515	15030330726	0	79	10845		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/381/DRR381803/DRR381803.lite.1		RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent Proton	DRP008675	PRJDB13780			DRS243902	SAMD00504976	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMD00504976							no					UT_GSPS	DRA014339		public	8F7300A7096275CF5618CA56765CE0DA	97623A58EB199B885F6490123EC26D18		
SRX13376833	DRR381804	SH1000	787900	426430	2022-06-20 12:22:21	2022-06-20 12:29:11	123191945	11296789463	0	91	8207		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/381/DRR381804/DRR381804.lite.1		RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent Proton	DRP008675	PRJDB13780			DRS243903	SAMD00504977	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMD00504977							no					UT_GSPS	DRA014339		public	2A1540DF21FA998A01E52BB6AB8910A5	B431138CC447F94A363A24F25EB6B4D7		
SRX13376834	DRR381805	SH1000	787900	426430	2022-06-20 12:22:21	2022-06-20 12:25:16	97609700	8595536712	0	88	6207		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/381/DRR381805/DRR381805.lite.1		RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent Proton	DRP008675	PRJDB13780			DRS243904	SAMD00504978	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMD00504978							no					UT_GSPS	DRA014339		public	1DE86D2DFA6AC0C9E0E384BB3DFDEA6B	33653625E9B69F041098A39BED512FF0		
SRX13376835	DRR381806	SH1000	787900	426430	2022-06-20 12:22:21	2022-06-20 12:26:21	109028368	11192362843	0	102	8039		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/DRR000/381/DRR381806/DRR381806.lite.1		RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent Proton	DRP008675	PRJDB13780			DRS243905	SAMD00504979	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMD00504979							no					UT_GSPS	DRA014339		public	C8948FAB03D2916C3DE9F28C1877D6FA	C161C146FC2109E24BB1CD5D50E2DE99		
SRX13376836	DRR421222	SH1000	787900	561307	2022-11-28 12:55:04	2022-11-28 13:05:07	51605195	1857787020	0	36	625		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/421/DRR421222/DRR421222.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	DRP009283	PRJDB14838			DRS266426	SAMD00561231	simple		Staphylococcus aureus subsp. aureus RN4220	SAMD00561231							no					OKA_MDPS	DRA015222		public	D0A47D27C3AEDFAD18A5C6E792331615	3E877B17C058BB0B5384593EE6294D65		
SRX13376837	DRR421223	SH1000	787900	561307	2022-11-28 12:55:04	2022-11-28 13:05:03	34161995	1229831820	0	36	422		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/421/DRR421223/DRR421223.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	DRP009283	PRJDB14838			DRS266427	SAMD00561232	simple		Staphylococcus aureus subsp. aureus RN4220	SAMD00561232							no					OKA_MDPS	DRA015222		public	ED111A71FAAE0C046768A3DFF2A99512	DF90E13A241B1CF0BC862C04F50CFF85		
SRX13376838	DRR421224	SH1000	787900	561307	2022-11-28 12:55:04	2022-11-28 13:05:06	50617722	1822237992	0	36	639		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/421/DRR421224/DRR421224.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	DRP009283	PRJDB14838			DRS266428	SAMD00561233	simple		Staphylococcus aureus subsp. aureus RN4220	SAMD00561233							no					OKA_MDPS	DRA015222		public	DC746BBF3469616E3ABDA43C2D6331EC	010DAD2EBAF52890EB8672E2F3E4FAB1		
SRX13376839	DRR421225	SH1000	787900	1280	2022-11-28 12:55:04	2022-11-28 13:05:12	35457909	1276484724	0	36	429		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/421/DRR421225/DRR421225.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	DRP009283	PRJDB14838			DRS266429	SAMD00561234	simple		Staphylococcus aureus	SAMD00561234							no					OKA_MDPS	DRA015222		public	47C59FDBEC7418499C6424A0BEA47AFF	95D86DC353F927ED47D02A684BB45495		
SRX13376840	DRR421226	SH1000	787900	1280	2022-11-28 12:55:04	2022-11-28 13:04:54	46607662	1677875832	0	36	573		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/421/DRR421226/DRR421226.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	DRP009283	PRJDB14838			DRS266430	SAMD00561235	simple		Staphylococcus aureus	SAMD00561235							no					OKA_MDPS	DRA015222		public	6A329161DB44A5050CA2E813D9BDAC24	7B6A770AEA3641FA1AF917931705F462		
SRX13376841	DRR421227	SH1000	787900	1280	2022-11-28 12:55:04	2022-11-28 13:05:16	43903230	1580516280	0	36	557		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/421/DRR421227/DRR421227.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	DRP009283	PRJDB14838			DRS266431	SAMD00561236	simple		Staphylococcus aureus	SAMD00561236							no					OKA_MDPS	DRA015222		public	CDFA00BE32BF17B6A2958CD67CF9938C	0049C8C203E1CD1D7EFCB0DB71139EE9		
SRX13376842	ERR989621	SH1000	787900	158878	2017-08-26 9:19:15	2021-10-31 13:47:17	24138333	1206916650	0	50	461		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR000/989/ERR989621/ERR989621.lite.2	Sample 1	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545			ERS822208	SAMEA3515059	simple		Staphylococcus aureus subsp. aureus Mu50	SAMEA104492817							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	E517824843A025EF57A04B270E4450E6	68BC3421407F889A914878F778FC94E9		
SRX13376843	ERR989622	SH1000	787900	158878	2017-08-26 9:19:15	2021-10-31 13:49:55	23464005	1173200250	0	50	450		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR000/989/ERR989622/ERR989622.lite.2	Sample 10	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545			ERS822209	SAMEA3515060	simple		Staphylococcus aureus subsp. aureus Mu50	SAMEA104492815							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	1A9BC7D89F8BECA5199DC86B2A3E3F9D	13A1FCBE56E8BE7DCA2A75E885EC61E4		
SRX13376844	ERR989623	SH1000	787900	158878	2017-08-26 9:19:15	2021-10-31 13:51:00	24576732	1228836600	0	50	471		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR000/989/ERR989623/ERR989623.lite.2	Sample 11	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545			ERS822210	SAMEA3515061	simple		Staphylococcus aureus subsp. aureus Mu50	SAMEA104492813							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	9F266DBE900F630F57FCB8AEDD1DC204	3FA96AC73E46CD2A4E156D73347D75E4		
SRX13376845	ERR989624	SH1000	787900	158878	2017-08-26 9:19:15	2021-10-31 13:44:24	22769687	1138484350	0	50	433		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR000/989/ERR989624/ERR989624.lite.2	Sample 12	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545			ERS822211	SAMEA3515062	simple		Staphylococcus aureus subsp. aureus Mu50	SAMEA104492820							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	4697B94494BE3231DC30B7F78DE6DBB3	36B2D17E06A8CC398FE723DE55B177A2		
SRX13376846	ERR989625	SH1000	787900	158878	2017-08-26 9:19:16	2021-10-31 16:39:15	25634663	1281733150	0	50	490		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR000/989/ERR989625/ERR989625.lite.2	Sample 2	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545			ERS822212	SAMEA3515063	simple		Staphylococcus aureus subsp. aureus Mu50	SAMEA104492819							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	C957DA058454B269837C2B23AFEE2E87	6C3E153931B6FEA21BE22E63E576EAF5		
SRX13376847	ERR989626	SH1000	787900	158878	2017-08-26 9:19:16	2021-10-31 14:41:48	25571640	1278582000	0	50	488		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR000/989/ERR989626/ERR989626.lite.2	Sample 3	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545			ERS822213	SAMEA3515064	simple		Staphylococcus aureus subsp. aureus Mu50	SAMEA104492812							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	C835BCD5E22D314A8E37DC3686146666	BB13E522E1B8467FB30FDABE072F65A7		
SRX13376848	ERR989627	SH1000	787900	158878	2017-08-26 9:19:16	2021-10-31 14:58:06	26268555	1313427750	0	50	501		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR000/989/ERR989627/ERR989627.lite.2	Sample 4	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545			ERS822214	SAMEA3515065	simple		Staphylococcus aureus subsp. aureus Mu50	SAMEA104492814							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	ABF59D1371DC7CEF76B86327336DC99C	DEB9AE34DDE033811E0A99F6232EA1B4		
SRX13376849	ERR989628	SH1000	787900	158878	2017-08-26 9:19:16	2021-10-31 14:04:26	24098091	1204904550	0	50	461		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR000/989/ERR989628/ERR989628.lite.2	Sample 5	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545			ERS822215	SAMEA3515066	simple		Staphylococcus aureus subsp. aureus Mu50	SAMEA104492821							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	59945756158AD9DB199734E61C9B7E05	634691976EA30D38639883BF2D137B03		
SRX13376850	ERR989629	SH1000	787900	158878	2017-08-26 9:19:16	2021-10-31 14:52:48	28212637	1410631850	0	50	539		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR000/989/ERR989629/ERR989629.lite.2	Sample 6	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545			ERS822216	SAMEA3515067	simple		Staphylococcus aureus subsp. aureus Mu50	SAMEA104492810							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	C9FC517ACE4225BBE70EA028BAB3CEF0	139CAEBCCFE4A7C6CB1982C3D6D0B79B		
SRX13376851	ERR989630	SH1000	787900	158878	2017-08-26 9:19:16	2021-10-31 14:47:28	26466579	1323328950	0	50	505		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR000/989/ERR989630/ERR989630.lite.2	Sample 7	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545			ERS822217	SAMEA3515068	simple		Staphylococcus aureus subsp. aureus Mu50	SAMEA104492816							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	9E4DA79B2B817809003EFE675346023A	801B8892C5A9B2AC77E94C859C0EEE57		
SRX13376852	ERR989631	SH1000	787900	158878	2017-08-26 9:19:16	2021-10-31 13:34:58	25541930	1277096500	0	50	488		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR000/989/ERR989631/ERR989631.lite.2	Sample 8	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545			ERS822218	SAMEA3515069	simple		Staphylococcus aureus subsp. aureus Mu50	SAMEA104492818							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	508B32B9DC15E23EEDBED1AD5A03616E	6D4483904F92E4B8CAC64F7A0B2592BB		
SRX13376853	ERR989632	SH1000	787900	158878	2017-08-26 9:19:16	2021-10-31 13:36:20	20379128	1018956400	0	50	388		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR000/989/ERR989632/ERR989632.lite.2	Sample 9	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545			ERS822219	SAMEA3515070	simple		Staphylococcus aureus subsp. aureus Mu50	SAMEA104492811							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	983653DB07921228BCAEB3F77B296627	E258EF82001FB8A402C98DEB9F8E5DD9		
SRX13376854	ERR1143985	SH1000	787900	93061	2016-01-23 13:47:38	2016-01-23 13:50:16	35360057	1803362907	0	51	1140		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/143/ERR1143985/ERR1143985.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP013265	PRJEB11849			ERS979712	SAMEA3672563	simple		Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA3672563							no					PASTEUR INSTITUTE PARIS	ERA535790		public	4AB0D6DA2277141FCED528D8EABD6907	C18FC49D06A5680D64B6B14196411F9A		
SRX13376855	ERR1143986	SH1000	787900	93061	2016-01-23 13:47:38	2016-01-23 13:50:15	34401646	1754483946	0	51	1110		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/143/ERR1143986/ERR1143986.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP013265	PRJEB11849			ERS979713	SAMEA3672564	simple		Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA3672564							no					PASTEUR INSTITUTE PARIS	ERA535790		public	F9BF322D63507B16A726DA259A7F764D	89C705034E7817F8055C992D52890098		
SRX13376856	ERR1143987	SH1000	787900	93061	2016-01-23 13:47:38	2016-01-23 13:49:52	23199961	1183198011	0	51	752		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/143/ERR1143987/ERR1143987.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP013265	PRJEB11849			ERS979714	SAMEA3672565	simple		Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA3672565							no					PASTEUR INSTITUTE PARIS	ERA535790		public	017B9146A8817A6595FC632CDCFEA6DB	A6EEDE6DE20D2DA716009E7D5384801A		
SRX13376857	ERR1143988	SH1000	787900	93061	2016-01-23 13:47:38	2016-01-23 13:50:09	27879090	1421833590	0	51	904		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/143/ERR1143988/ERR1143988.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP013265	PRJEB11849			ERS979715	SAMEA3672566	simple		Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA3672566							no					PASTEUR INSTITUTE PARIS	ERA535790		public	E6118824F010EBB2797A7B52110C0C1C	9DC9CD6AF8FB23F953116EDF53A177EF		
SRX13376858	ERR1143989	SH1000	787900	93061	2016-01-23 13:47:38	2016-01-23 13:49:53	24113482	1229787582	0	51	783		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/143/ERR1143989/ERR1143989.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP013265	PRJEB11849			ERS979716	SAMEA3672567	simple		Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA3672567							no					PASTEUR INSTITUTE PARIS	ERA535790		public	ABF172E1A1A63B200B931582734F0901	60EAEC8BBDD621CC9038850E507D904D		
SRX13376859	ERR1143990	SH1000	787900	93061	2016-01-23 13:47:38	2016-01-23 13:49:45	22299861	1137292911	0	51	722		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/143/ERR1143990/ERR1143990.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP013265	PRJEB11849			ERS979717	SAMEA3672568	simple		Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA3672568							no					PASTEUR INSTITUTE PARIS	ERA535790		public	3D23367F49F09186D2717130685DAE5F	273E48EFAC24B6AC602462C757C0D029		
SRX13376860	ERR1337989	SH1000	787900	426430	2016-08-01 5:23:33	2021-10-19 8:05:40	17564171	3510214878	17564171	199	2159		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR001/1337/ERR1337989/ERR1337989.lite.2	Newman_control_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	95	13	ILLUMINA	Illumina HiSeq 2000	ERP014706	PRJEB13166			ERS1094706	SAMEA3907572	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMEA3907572							no					CGR Liverpool	ERA589914		public	4264D76E542AD64CDCCAD5796AEEED0F	35F9ECA0E399CBFAD62CC3086231EE19		
SRX13376861	ERR1337990	SH1000	787900	426430	2016-08-01 5:23:33	2022-07-24 3:11:24	16952151	3388886979	16952151	199	2072		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR001/1337/ERR1337990/ERR1337990.lite.2	Newman_control_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	95	13	ILLUMINA	Illumina HiSeq 2000	ERP014706	PRJEB13166			ERS1094707	SAMEA3907573	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMEA3907573							no					CGR Liverpool	ERA589914		public	7D9CEC7F2E2F2F14E30F5BC0F5E09D63	D17D3DFB6F6C1BFDC80015595CF9CD89		
SRX13376862	ERR1337991	SH1000	787900	426430	2016-08-01 5:23:33	2022-07-14 8:11:22	11587875	2315677803	11587875	199	1423		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR001/1337/ERR1337991/ERR1337991.lite.2	Newman_control_3	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	95	13	ILLUMINA	Illumina HiSeq 2000	ERP014706	PRJEB13166			ERS1094708	SAMEA3907574	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMEA3907574							no					CGR Liverpool	ERA589914		public	788EF27528036689BDEB18179FBE951F	DF22367CC117C4EC0CAEC7B0E2CA4D2C		
SRX13376863	ERR1337992	SH1000	787900	426430	2016-08-01 5:23:33	2022-07-17 15:13:00	13877498	2773493676	13877498	199	1711		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR001/1337/ERR1337992/ERR1337992.lite.2	Newman_sapienic_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	95	13	ILLUMINA	Illumina HiSeq 2000	ERP014706	PRJEB13166			ERS1094709	SAMEA3907575	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMEA3907575							no					CGR Liverpool	ERA589914		public	BF61EBEB34D86227E3197877394798EA	2BA6B46E26F50A792E143E8750F2B92E		
SRX13376864	ERR1337993	SH1000	787900	426430	2016-08-01 5:23:33	2021-10-19 7:59:40	11984176	2395075274	11984176	199	1473		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR001/1337/ERR1337993/ERR1337993.lite.2	Newman_sapienic_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	95	13	ILLUMINA	Illumina HiSeq 2000	ERP014706	PRJEB13166			ERS1094710	SAMEA3907576	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMEA3907576							no					CGR Liverpool	ERA589914		public	2186B3D18E44C3AA0AF9C53E67406C90	A49A25E023D493B553CBE8B83C53D650		
SRX13376865	ERR1337994	SH1000	787900	426430	2016-08-01 5:23:33	2022-07-14 8:09:54	15448249	3086728632	15448249	199	1894		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR001/1337/ERR1337994/ERR1337994.lite.2	Newman_sapienic_3	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	95	13	ILLUMINA	Illumina HiSeq 2000	ERP014706	PRJEB13166			ERS1094711	SAMEA3907577	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMEA3907577							no					CGR Liverpool	ERA589914		public	8A2C0BE3D36025665DEF26B9C7150BE5	83425F06DE7DC3D8DB3E5E7F07EC9592		
SRX13376866	ERR1941939	SH1000	787900	367830	2017-12-19 7:27:50	2021-10-21 21:17:31	7189403	733319106	7189403	102	275		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR001/1941/ERR1941939/ERR1941939.lite.2	Staph_aureus_Co_I_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	174	50	ILLUMINA	Illumina HiSeq 1500	ERP022652	PRJEB20495			ERS1672381	SAMEA103983213	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA103983213							no					Anika Winkler	ERA886813		public	C4094739DE17104A10E1F168F15B92D8	999F05A844825DBA4C04679B6FF9AE77		
